Date,Open,High,Low,Close,Volume
2024-02-02 00:00:00,255.02613275428837,255.88772031860222,254.3632276398919,254.3632276398919,5086
2024-02-02 00:05:00,258.02117981921896,258.4040694578565,255.90222698288832,258.4040694578565,1882
2024-02-02 00:10:00,250.17427177167238,250.61165716320596,248.67815353775393,250.61165716320596,7197
2024-02-02 00:15:00,253.20687913876614,254.9841413052559,252.84163259621815,254.60127292773257,3601
2024-02-02 00:20:00,254.52814653782875,255.72033154385156,253.1807291911831,253.62403831976306,5754
2024-02-02 00:25:00,251.24790447469218,251.97234688466435,250.03783757033858,250.94768018433737,2832
2024-02-02 00:30:00,254.9749326484476,256.7636073271672,253.74969245535297,253.74969245535297,7087
2024-02-02 00:35:00,250.70075027649543,251.67306149518865,250.43873261621653,251.67306149518865,2887
2024-02-02 00:40:00,248.8026747649895,250.0564535928985,245.76411567494603,248.9757902435635,2241
2024-02-02 00:45:00,253.54255162736527,255.06650013947,252.34738801356644,252.34738801356644,4473
2024-02-02 00:50:00,251.9415653492355,252.85972273797097,250.5673881027659,251.79040759039373,6543
2024-02-02 00:55:00,248.09575403282577,248.7336159390963,247.5555540818806,247.82216618182332,5013
2024-02-02 01:00:00,251.61889765821732,253.26511295664375,251.57639485298097,253.26511295664375,2702
2024-02-02 01:05:00,254.9168425927566,255.08133858762764,251.30309758620953,253.36427090376915,3977
2024-02-02 01:10:00,254.69915682571832,254.8621083718864,253.82443917833473,253.82443917833473,4031
2024-02-02 01:15:00,250.20495238798242,252.8183776207879,249.26139032456294,249.8615710106928,1389
2024-02-02 01:20:00,253.0647140739285,253.66055352030585,252.11397985793937,253.66055352030585,8561
2024-02-02 01:25:00,251.691046226751,253.2260208530928,249.92855393278043,249.92855393278043,5658
2024-02-02 01:30:00,253.51585848395777,254.57730974905908,252.31355475394747,253.33688518037926,5070
2024-02-02 01:35:00,256.12004673652655,256.3280252822117,255.35854211410944,256.0040039714316,9609
2024-02-02 01:40:00,251.1832832401738,252.18190496854467,249.0831079416389,249.0831079416389,6502
