Date,Open,High,Low,Close,Volume
2024-02-02 00:00:00,430.08515007839304,431.82983032583695,429.32244502752997,431.82983032583695,3248
2024-02-02 00:05:00,429.7431477851103,431.8288689681226,427.89926327392453,427.89926327392453,5190
2024-02-02 00:10:00,436.7754935109964,440.02533684993193,435.61546418195894,440.02533684993193,8870
2024-02-02 00:15:00,432.06682125467694,432.62616666514356,429.9795436233112,429.9795436233112,336
2024-02-02 00:20:00,429.5903580090379,434.4399928825727,426.7379040029337,434.4399928825727,8416
2024-02-02 00:25:00,426.94346307501786,429.7984354944331,424.23681530087094,428.19684189098916,3654
2024-02-02 00:30:00,428.1182561559899,430.16040023337985,427.2996385438819,429.74812496904894,7357
2024-02-02 00:35:00,433.7779996305344,437.32881007531694,430.38420346233966,435.71470445522004,8379
2024-02-02 00:40:00,427.4914330839147,428.57437319792916,427.09191991295484,428.57437319792916,7250
2024-02-02 00:45:00,434.75506988858126,438.2717563408354,432.9953199585724,436.467269840578,3681
2024-02-02 00:50:00,427.8179245010789,429.11320824818233,425.93205173668173,425.93205173668173,5959
2024-02-02 00:55:00,434.3695467736441,436.20598417271225,433.3909618958413,436.20598417271225,3338
2024-02-02 01:00:00,427.6189143858016,433.07651777854676,427.1230252300267,433.07651777854676,2606
2024-02-02 01:05:00,429.04626654055414,430.90220408295056,428.3753260510551,430.90220408295056,2197
2024-02-02 01:10:00,429.35203880944755,433.54939784416894,427.5023594779545,430.7224413086134,5440
2024-02-02 01:15:00,429.30943592949603,431.07238554299784,426.66738250162194,428.2863965787097,2137
2024-02-02 01:20:00,428.2650309570844,429.3405779400532,427.96415796493346,428.1908645520597,4164
2024-02-02 01:25:00,433.723879960173,437.7244941613044,431.94563313221767,434.06268616698,2154
2024-02-02 01:30:00,430.4011009253764,431.3765976005678,428.24370139115007,429.8252754216657,1986
2024-02-02 01:35:00,429.6824685948682,431.8968652801438,424.86760609501727,431.8968652801438,8529
2024-02-02 01:40:00,427.20458187138547,428.34190431404124,423.36166493690257,423.36166493690257,7692
2024-02-02 01:45:00,423.04574122479113,423.8919627397249,422.78646866665775,423.11467472520104,1111
2024-02-02 01:50:00,431.49094379980625,432.6354028052492,429.2362828810231,431.30359807576093,2135
2024-02-02 01:55:00,430.73189779739494,432.8195295537758,428.0401735977,429.54438822033654,3554
2024-02-02 02:00:00,431.84401442878374,432.17926479186264,430.2930907846393,432.17926479186264,986
2024-02-02 02:05:00,433.2557490999429,433.62630441995776,428.4878426046837,428.4878426046837,6682
2024-02-02 02:10:00,434.6412098608089,436.66693832031154,432.0301019074146,436.66693832031154,4380
2024-02-02 02:15:00,431.7745613314545,436.591574558705,428.7735607325461,434.73684731446104,2214
