Date,Open,High,Low,Close,Volume
2024-02-02 00:00:00,345.5538706218788,346.1857441759886,345.4937475652851,346.1857441759886,7288
2024-02-02 00:05:00,350.682051379163,353.01835632485927,350.00691420410357,351.98539093007844,2030
2024-02-02 00:10:00,348.11356180423905,348.72894914652807,346.7724651179163,346.7724651179163,4490
2024-02-02 00:15:00,351.3504742064178,351.9897036421621,348.7049601637781,348.7049601637781,9295
2024-02-02 00:20:00,348.1813550407016,348.991261975167,346.8900164984914,346.8900164984914,7530
2024-02-02 00:25:00,345.1453226521231,345.39882746518816,343.2406920914288,343.36731529552674,4490
2024-02-02 00:30:00,348.3277426742211,351.2461008683318,344.24593601189844,351.2461008683318,8480
2024-02-02 00:35:00,346.9411044450743,350.61947289921795,344.52757700282734,350.61947289921795,6719
2024-02-02 00:40:00,344.73167349273973,345.7162149762079,344.54145851078124,345.7162149762079,9114
2024-02-02 00:45:00,345.78765760583497,346.5229374841137,341.6771143806278,341.6771143806278,9638
2024-02-02 00:50:00,356.4141287430235,358.01527363116566,354.10750387790375,357.24046986410315,2582
2024-02-02 00:55:00,355.04506605734707,358.41231395486994,352.5601569257292,352.5601569257292,4524
2024-02-02 01:00:00,346.95370819537106,347.9140665701681,346.2679269897382,346.2679269897382,9729
2024-02-02 01:05:00,353.3188345763519,355.0755746314649,351.55631300617574,353.09706128954633,7237
2024-02-02 01:10:00,358.8067080207172,362.827865652434,357.0146697386837,357.5969213469386,9780
2024-02-02 01:15:00,352.4976166978099,355.09775558718303,350.8124823804671,355.09775558718303,2372
2024-02-02 01:20:00,349.93585458063404,349.9891435754804,346.5923050813741,349.5654572205846,2275
2024-02-02 01:25:00,347.7850845197487,350.7293584964348,347.5872122941162,350.7293584964348,1615
2024-02-02 01:30:00,349.3814382695901,350.9982516452345,348.84423029052994,349.6594996987511,6877
2024-02-02 01:35:00,345.98035028591823,350.9728430934886,344.83188911996206,345.8409349825096,8112
2024-02-02 01:40:00,353.4440830995114,354.3203265269826,351.88844093811485,351.88844093811485,6095
2024-02-02 01:45:00,350.8188685471864,353.7027060543346,350.1014840746368,353.7027060543346,1308
2024-02-02 01:50:00,351.13194256546683,351.9362042801864,349.8006849300381,350.6903558148594,1703
2024-02-02 01:55:00,350.6163344371299,352.32295737064516,347.16215422064374,347.16215422064374,4282
2024-02-02 02:00:00,348.02875645064483,350.01492924736584,345.7599922666508,350.01492924736584,5737
2024-02-02 02:05:00,348.41105835315005,348.7133348509711,346.1674917585114,346.1674917585114,2130
2024-02-02 02:10:00,343.00924043467467,343.9339964548155,342.9149541072349,343.9339964548155,8020
2024-02-02 02:15:00,351.4634723760691,352.1175292885739,350.8656902220797,350.92144890792605,1838
2024-02-02 02:20:00,349.45687340016786,350.3139535032914,347.8684588308215,348.7397510783369,9160
2024-02-02 02:25:00,345.76849848848445,348.30682302160784,343.8641901973776,347.4080799750398,4656
2024-02-02 02:30:00,355.65946523174597,357.9683021104804,355.0216638081939,355.0216638081939,9575
2024-02-02 02:35:00,342.08857904708634,343.19912873343003,341.4127877347726,343.19912873343003,3167
2024-02-02 02:40:00,343.96346746172946,344.3736860023232,342.91498934426704,342.91498934426704,1460
2024-02-02 02:45:00,348.2467368580769,352.85323303521807,346.68812910301125,349.58408832789115,9359
